Nrep,Time[s],No in Nrep,Range[m],Velocity[m/s],Azimuth[deg],Elevation[deg],Amplitude[dB],amplitude,Data No,UNIXTIME,date,time(h-m-s)
237,17.775,2,1.85,0.0,-4.603,0,19.76,94.7,237,1708967390.047,2024/02/26,17-09-50.047
238,17.85,1,11.346,0.0,-3.83,0,20.11,102.5,238,1708967390.122,2024/02/26,17-09-50.122
238,17.85,2,1.85,0.0,-4.603,0,19.76,94.7,238,1708967390.122,2024/02/26,17-09-50.122
239,17.925,1,11.346,0.0,-3.83,0,20.11,102.5,239,1708967390.197,2024/02/26,17-09-50.197
239,17.925,2,1.85,0.0,-4.603,0,19.76,94.7,239,1708967390.197,2024/02/26,17-09-50.197
240,18.0,1,11.346,0.0,-3.83,0,20.11,102.5,240,1708967390.272,2024/02/26,17-09-50.272
240,18.0,2,1.85,0.0,-4.603,0,19.77,94.8,240,1708967390.272,2024/02/26,17-09-50.272
241,18.075,1,11.346,0.0,-3.83,0,20.11,102.5,241,1708967390.347,2024/02/26,17-09-50.347
241,18.075,2,1.85,0.0,-4.603,0,19.76,94.7,241,1708967390.347,2024/02/26,17-09-50.347
242,18.15,1,11.345,0.0,-3.79,0,20.11,102.5,242,1708967390.422,2024/02/26,17-09-50.422
242,18.15,2,1.85,0.0,-4.603,0,19.77,94.8,242,1708967390.422,2024/02/26,17-09-50.422
243,18.225,1,11.346,0.0,-3.83,0,20.11,102.5,243,1708967390.497,2024/02/26,17-09-50.497
243,18.225,2,1.85,0.0,-4.603,0,19.77,94.8,243,1708967390.497,2024/02/26,17-09-50.497
