$GPGGA,090211.90,3542.296513845,N,13943.272245451,E,4,10,1.11,23.590,M,36.997,M,4.9,2107*48
$PMSBATV,090211.90,2,2,-0.34561,0.53975,29.26480,-0.000,0.000,0.000,41.11267,0.000*42,,,
$GPGGA,090212.00,3542.296514114,N,13943.272245677,E,4,10,1.11,23.590,M,36.997,M,5.0,2107*46
$PMSBATV,090212.00,2,2,-0.34532,0.53969,29.26565,0.000,0.000,0.000,41.11267,0.000*64,,,
$GPGGA,090212.10,3542.296513965,N,13943.272245493,E,4,10,1.11,23.589,M,36.997,M,5.1,2107*4F
$PMSBATV,090212.10,2,2,-0.33954,0.53137,29.26554,-0.000,-0.000,0.000,41.11267,0.000*6F,,,
$GPGGA,090212.20,3542.296513964,N,13943.272245497,E,4,10,1.11,23.589,M,36.997,M,5.2,2107*4A
$PMSBATV,090212.20,2,2,-0.33731,0.53322,29.26640,0.000,-0.000,0.000,41.11267,0.000*4C,,,
$GPGGA,090212.30,3542.296514006,N,13943.272245556,E,4,10,1.11,23.589,M,36.997,M,5.3,2107*4C
$PMSBATV,090212.30,2,2,-0.33755,0.53174,29.26917,0.000,-0.000,0.000,41.11267,0.000*43,,,
$GPGGA,090212.40,3542.296514053,N,13943.272245676,E,4,10,1.11,23.589,M,36.997,M,5.4,2107*4D
$PMSBATV,090212.40,2,2,-0.33716,0.53277,29.26904,0.000,-0.000,0.000,41.11267,0.000*41,,,
$GPGGA,090212.50,3542.296514070,N,13943.272245722,E,4,10,1.11,23.589,M,36.997,M,5.5,2107*4C
$PMSBATV,090212.50,2,2,-0.33507,0.53176,29.27260,0.000,0.000,-0.000,41.11267,0.000*48,,,
$GPGGA,090212.60,3542.296514076,N,13943.272245666,E,4,10,1.11,23.588,M,36.997,M,5.6,2107*4A
$PMSBATV,090212.60,2,2,-0.33607,0.53181,29.27164,-0.000,-0.000,-0.000,41.11267,0.000*47,,,
$GPGGA,090212.70,3542.296514162,N,13943.272245741,E,4,10,1.11,23.588,M,36.997,M,5.7,2107*4A
$PMSBATV,090212.70,2,2,-0.34634,0.53150,29.27224,0.000,-0.000,-0.000,41.11267,0.000*67,,,
$GPGGA,090212.80,3542.296514021,N,13943.272245748,E,4,10,1.11,23.588,M,36.997,M,5.8,2107*45
$PMSBATV,090212.80,2,2,-0.33851,0.52834,29.27100,-0.000,-0.000,0.000,41.11267,0.000*6D,,,
$GPGGA,090212.90,3542.296514022,N,13943.272245734,E,4,10,1.11,23.588,M,36.997,M,5.9,2107*4D
$PMSBATV,090212.90,2,2,-0.33338,0.52101,29.27139,-0.000,-0.000,0.000,41.11267,0.000*6D,,,
$GPGGA,090213.00,3542.296514007,N,13943.272245878,E,4,10,1.11,23.588,M,36.997,M,6.0,2107*4F
$PMSBATV,090213.00,2,2,-0.33877,0.52304,29.27026,-0.000,0.000,-0.000,41.11267,0.000*6D,,,
$GPGGA,090213.10,3542.296514140,N,13943.272245971,E,4,10,1.11,23.588,M,36.997,M,6.1,2107*45
$PMSBATV,090213.10,2,2,-0.34187,0.52494,29.26940,0.001,-0.000,0.000,41.11267,0.000*47,,,
$GPGGA,090213.20,3542.296513992,N,13943.272245906,E,4,10,1.11,23.587,M,36.997,M,6.2,2107*4A
$PMSBATV,090213.20,2,2,-0.34918,0.52295,29.26976,0.001,0.000,0.000,41.11267,0.000*65,,,
$GPGGA,090213.30,3542.296513711,N,13943.272245721,E,4,10,1.11,23.587,M,36.997,M,6.3,2107*44
$PMSBATV,090213.30,2,2,-0.34195,0.52254,29.26981,-0.000,0.000,0.000,41.11267,0.000*40,,,
$GPGGA,090213.40,3542.296513673,N,13943.272245690,E,4,10,1.11,23.587,M,36.997,M,6.4,2107*4A
$PMSBATV,090213.40,2,2,-0.33260,0.53000,29.26932,0.000,-0.000,0.000,41.11267,0.000*43,,,
$GPGGA,090213.50,3542.296513812,N,13943.272245866,E,4,10,1.11,23.587,M,36.997,M,6.5,2107*44
$PMSBATV,090213.50,2,2,-0.34378,0.53315,29.26804,-0.000,0.000,0.000,41.11267,0.000*4E,,,
$GPGGA,090213.60,3542.296513823,N,13943.272245783,E,4,10,1.11,23.587,M,36.997,M,6.6,2107*42
$PMSBATV,090213.60,2,2,-0.35443,0.52990,29.26910,0.000,0.000,0.000,41.11267,0.000*6C,,,
$GPGGA,090213.70,3542.296513936,N,13943.272245999,E,4,10,1.11,23.587,M,36.997,M,6.7,2107*42
$PMSBATV,090213.70,2,2,-0.34953,0.52858,29.26645,-0.000,-0.000,0.000,41.11267,0.000*6A,,,
$GPGGA,090213.80,3542.296512807,N,13943.272242774,E,4,10,1.11,23.592,M,36.997,M,6.8,2107*4E
$PMSBATV,090213.80,2,2,-0.34630,0.53076,29.26723,0.000,-0.000,-0.000,41.11267,0.000*6B,,,
$GPGGA,090213.90,3542.296512760,N,13943.272242268,E,4,10,1.11,23.593,M,36.997,M,6.9,2107*49
$PMSBATV,090213.90,2,2,-0.35307,0.53469,29.26717,0.000,0.000,0.000,41.11267,0.000*67,,,
$GPGGA,090214.00,3542.296512706,N,13943.272242372,E,4,10,1.11,23.593,M,36.997,M,7.0,2107*45
$PMSBATV,090214.00,2,2,-0.35250,0.53887,29.26643,-0.000,0.000,0.000,41.11267,0.000*4B,,,
$GPGGA,090214.10,3542.296512389,N,13943.272242008,E,4,10,1.11,23.594,M,36.997,M,2.1,2107*4A
$PMSBATV,090214.10,2,2,-0.35130,0.53672,29.26699,0.000,0.000,0.000,41.11267,0.000*61,,,
$GPGGA,090214.20,3542.296512250,N,13943.272241846,E,4,10,1.11,23.594,M,36.997,M,2.2,2107*4E
$PMSBATV,090214.20,2,2,-0.35828,0.53781,29.26600,0.000,0.000,0.000,41.11267,0.000*6F,,,
$GPGGA,090214.30,3542.296512152,N,13943.272241572,E,4,09,1.13,23.593,M,36.997,M,2.3,2107*48
$PMSBATV,090214.30,2,2,-0.35778,0.54201,29.26621,0.000,-0.000,0.000,41.11267,0.000*40,,,
$GPGGA,090214.40,3542.296512120,N,13943.272241557,E,4,09,1.13,23.594,M,36.997,M,2.4,2107*4D
$PMSBATV,090214.40,2,2,-0.34557,0.54012,29.26640,-0.000,-0.000,0.000,41.11267,0.000*63,,,
$GPGGA,090214.50,3542.296511914,N,13943.272241338,E,4,09,1.13,23.594,M,36.997,M,2.5,2107*4E
$PMSBATV,090214.50,2,2,-0.34689,0.53295,29.26700,-0.000,-0.000,-0.000,41.11267,0.000*40,,,
$GPGGA,090214.60,3542.296511842,N,13943.272241326,E,4,09,1.13,23.594,M,36.997,M,2.6,2107*43
$PMSBATV,090214.60,2,2,-0.35321,0.53754,29.26656,0.000,-0.000,-0.000,41.11267,0.000*62,,,
$GPGGA,090214.70,3542.296511799,N,13943.272241140,E,4,09,1.13,23.594,M,36.997,M,2.7,2107*48
