Message Type,UTC Time,Latitude,Latitude Direction,Longitude,Longitude Direction,GPS Quality Indicator,Number of Satellites,Horizontal Dilution of Precision (HDOP),Altitude,Altitude Units,Geoid Separation,Geoid Separation Units,DGPS Age,DGPS Station ID,Checksum
$GPGGA,122357.80,3542.306147464,N,13943.279746325,E,5,12,0.97,24.823,M,36.998,M,5.8,7107,4D
$GPGGA,122357.90,3542.306147320,N,13943.279746652,E,5,12,0.97,24.823,M,36.998,M,5.9,7107,4F
$GPGGA,122358.00,3542.306147308,N,13943.279746959,E,5,12,0.97,24.823,M,36.998,M,6.0,7107,4D
$GPGGA,122358.10,3542.306147314,N,13943.279747085,E,5,12,0.97,24.823,M,36.998,M,1.1,7107,4E
$GPGGA,122358.20,3542.306147414,N,13943.279747141,E,5,12,0.97,24.823,M,36.998,M,1.2,7107,40
$GPGGA,122358.30,3542.306147513,N,13943.279747252,E,5,12,0.97,24.823,M,36.998,M,1.3,7107,47
$GPGGA,122358.40,3542.306147649,N,13943.279747309,E,5,12,0.97,24.823,M,36.998,M,1.4,7107,44
$GPGGA,122358.50,3542.306147741,N,13943.279747430,E,5,12,0.97,24.823,M,36.998,M,1.5,7107,40
$GPGGA,122358.60,3542.306147871,N,13943.279747482,E,5,12,0.97,24.823,M,36.998,M,1.6,7107,45
$GPGGA,122358.70,3542.306147894,N,13943.279747593,E,5,12,0.97,24.823,M,36.998,M,1.7,7107,4F
$GPGGA,122358.80,3542.306147951,N,13943.279747719,E,5,12,0.97,24.823,M,36.998,M,1.8,7107,47
$GPGGA,122358.90,3542.306148068,N,13943.279747779,E,5,12,0.97,24.823,M,36.998,M,1.9,7107,4D
$GPGGA,122359.00,3542.306144879,N,13943.279759121,E,5,12,0.97,24.837,M,36.998,M,2.0,7107,4A
$GPGGA,122359.10,3542.306143366,N,13943.279764604,E,5,12,0.97,24.843,M,36.998,M,2.1,7107,45
$GPGGA,122359.20,3542.306142273,N,13943.279768253,E,5,12,0.97,24.847,M,36.998,M,2.2,7107,4F
$GPGGA,122359.30,3542.306141501,N,13943.279770979,E,5,12,0.97,24.850,M,36.998,M,2.3,7107,42
$GPGGA,122359.40,3542.306140910,N,13943.279773173,E,5,12,0.97,24.853,M,36.998,M,2.4,7107,4D
$GPGGA,122359.50,3542.306141606,N,13943.279773862,E,5,12,0.97,24.853,M,36.998,M,2.5,7107,4D
$GPGGA,122359.60,3542.306141079,N,13943.279775501,E,5,12,0.97,24.854,M,36.998,M,2.6,7107,4A
$GPGGA,122359.70,3542.306140721,N,13943.279776888,E,5,12,0.97,24.856,M,36.998,M,2.7,7107,4C
$GPGGA,122359.80,3542.306140361,N,13943.279778064,E,5,12,0.97,24.857,M,36.998,M,2.8,7107,49
$GPGGA,122359.90,3542.306140125,N,13943.279779024,E,5,12,0.97,24.858,M,36.998,M,2.9,7107,41
$GPGGA,122400.00,3542.306139911,N,13943.279779966,E,5,12,0.97,24.859,M,36.998,M,3.0,7107,44
$GPGGA,122400.10,3542.306139680,N,13943.279780805,E,5,12,0.97,24.860,M,36.998,M,3.1,7107,4B
$GPGGA,122400.20,3542.306139909,N,13943.279780773,E,5,12,0.97,24.860,M,36.998,M,3.2,7107,4B
$GPGGA,122400.30,3542.306139743,N,13943.279780899,E,5,12,0.97,24.861,M,36.998,M,3.3,7107,41
$GPGGA,122400.40,3542.306139815,N,13943.279780980,E,5,12,0.97,24.862,M,36.998,M,3.4,7107,47
$GPGGA,122400.50,3542.306140045,N,13943.279781000,E,5,12,0.97,24.862,M,36.998,M,3.5,7107,44
$GPGGA,122400.60,3542.306140032,N,13943.279780880,E,5,12,0.97,24.862,M,36.998,M,3.6,7107,45
$GPGGA,122400.70,3542.306140074,N,13943.279780937,E,5,12,0.97,24.862,M,36.998,M,3.7,7107,4A
$GPGGA,122400.80,3542.306139996,N,13943.279781007,E,5,12,0.97,24.863,M,36.998,M,3.8,7107,4B
$GPGGA,122400.90,3542.306140023,N,13943.279781011,E,5,12,0.97,24.863,M,36.998,M,3.9,7107,45
$GPGGA,122401.00,3542.306139940,N,13943.279781077,E,5,12,0.97,24.863,M,36.998,M,4.0,7107,41
$GPGGA,122401.10,3542.306139936,N,13943.279781179,E,5,12,0.97,24.863,M,36.998,M,4.1,7107,4F
$GPGGA,122401.20,3542.306139913,N,13943.279781199,E,5,12,0.97,24.864,M,36.998,M,4.2,7107,41
$GPGGA,122401.30,3542.306139839,N,13943.279781189,E,5,12,0.97,24.864,M,36.998,M,4.3,7107,49
$GPGGA,122401.40,3542.306139802,N,13943.279781283,E,5,12,0.97,24.864,M,36.998,M,4.4,7107,48
$GPGGA,122401.50,3542.306139847,N,13943.279781275,E,5,12,0.97,24.864,M,36.998,M,4.5,7107,40
$GPGGA,122401.60,3542.306139942,N,13943.279781292,E,5,12,0.97,24.864,M,36.998,M,4.6,7107,4D
$GPGGA,122401.70,3542.306140100,N,13943.279781280,E,5,12,0.97,24.864,M,36.998,M,4.7,7107,4E
$GPGGA,122401.80,3542.306139944,N,13943.279781754,E,5,12,0.97,24.864,M,36.998,M,4.8,7107,44
$GPGGA,122401.90,3542.306139855,N,13943.279782193,E,5,12,0.97,24.865,M,36.998,M,4.9,7107,4A
$GPGGA,122402.00,3542.306139810,N,13943.279782580,E,5,12,0.97,24.865,M,36.998,M,5.0,7107,4F
$GPGGA,122402.10,3542.306139655,N,13943.279783002,E,5,12,0.97,24.865,M,36.998,M,5.1,7107,4E
$GPGGA,122402.20,3542.306139615,N,13943.279783262,E,5,12,0.97,24.866,M,36.998,M,5.2,7107,4D
$GPGGA,122402.30,3542.306139445,N,13943.279783685,E,5,12,0.97,24.866,M,36.998,M,5.3,7107,47
$GPGGA,122402.40,3542.306139374,N,13943.279784103,E,5,12,0.97,24.866,M,36.998,M,5.4,7107,4C
$GPGGA,122402.50,3542.306139350,N,13943.279784389,E,5,12,0.97,24.867,M,36.998,M,5.5,7107,4B
$GPGGA,122402.60,3542.306139245,N,13943.279784717,E,5,12,0.97,24.867,M,36.998,M,5.6,7107,4D
$GPGGA,122402.70,3542.306139169,N,13943.279784966,E,5,12,0.97,24.867,M,36.998,M,5.7,7107,48
$GPGGA,122402.80,3542.306139047,N,13943.279785308,E,5,12,0.97,24.867,M,36.998,M,5.8,7107,46
$GPGGA,122402.90,3542.306138974,N,13943.279785556,E,5,12,0.97,24.867,M,36.998,M,5.9,7107,43
$GPGGA,122403.00,3542.306138873,N,13943.279785777,E,5,12,0.97,24.868,M,36.998,M,6.0,7107,49
$GPGGA,122403.10,3542.306138850,N,13943.279786082,E,5,12,0.97,24.868,M,36.998,M,1.1,7107,41
$GPGGA,122403.20,3542.306138789,N,13943.279786128,E,5,12,0.97,24.868,M,36.998,M,1.2,7107,4B
$GPGGA,122403.30,3542.306138796,N,13943.279786218,E,5,12,0.97,24.868,M,36.998,M,1.3,7107,45
$GPGGA,122403.40,3542.306138775,N,13943.279786275,E,5,12,0.97,24.869,M,36.998,M,1.4,7107,42
$GPGGA,122403.50,3542.306138810,N,13943.279786254,E,5,12,0.97,24.869,M,36.998,M,1.5,7107,4D
$GPGGA,122403.60,3542.306138788,N,13943.279786375,E,5,12,0.97,24.869,M,36.998,M,1.6,7107,41
$GPGGA,122403.70,3542.306138735,N,13943.279786308,E,5,12,0.97,24.869,M,36.998,M,1.7,7107,4D
$GPGGA,122403.80,3542.306138722,N,13943.279786311,E,5,12,0.97,24.869,M,36.998,M,1.8,7107,43
$GPGGA,122403.90,3542.306138654,N,13943.279786308,E,5,12,0.97,24.870,M,36.998,M,1.9,7107,43
$GPGGA,122404.00,3542.306138658,N,13943.279786273,E,5,12,0.97,24.870,M,36.998,M,2.0,7107,46
$GPGGA,122404.10,3542.306137880,N,13943.279786977,E,5,12,0.97,24.881,M,36.998,M,2.1,7107,43
$GPGGA,122404.20,3542.306136586,N,13943.279792105,E,5,12,0.97,24.886,M,36.998,M,2.2,7107,46
$GPGGA,122404.30,3542.306135672,N,13943.279795304,E,5,12,0.97,24.889,M,36.998,M,2.3,7107,46
$GPGGA,122404.40,3542.306134979,N,13943.279797777,E,5,12,0.97,24.891,M,36.998,M,2.4,7107,48
$GPGGA,122404.50,3542.306134525,N,13943.279799551,E,5,12,0.97,24.893,M,36.998,M,2.5,7107,47
$GPGGA,122404.60,3542.306134086,N,13943.279801115,E,5,12,0.97,24.895,M,36.998,M,2.6,7107,47
$GPGGA,122404.70,3542.306133711,N,13943.279802386,E,5,12,0.97,24.896,M,36.998,M,2.7,7107,41
$GPGGA,122404.80,3542.306133429,N,13943.279803486,E,5,12,0.97,24.897,M,36.998,M,2.8,7107,4E
$GPGGA,122404.90,3542.306133244,N,13943.279804360,E,5,12,0.97,24.898,M,36.998,M,2.9,7107,44
$GPGGA,122405.00,3542.306133065,N,13943.279805216,E,5,12,0.97,24.899,M,36.998,M,3.0,7107,45
$GPGGA,122405.10,3542.306132927,N,13943.279805995,E,5,12,0.97,24.900,M,36.998,M,3.1,7107,4A
$GPGGA,122405.20,3542.306132662,N,13943.279806693,E,5,12,0.97,24.901,M,36.998,M,3.2,7107,4F
$GPGGA,122405.30,3542.306132459,N,13943.279807330,E,5,12,0.97,24.902,M,36.998,M,3.3,7107,4B
$GPGGA,122405.40,3542.306132218,N,13943.279807935,E,5,12,0.97,24.902,M,36.998,M,3.4,7107,47
$GPGGA,122405.50,3542.306132125,N,13943.279808477,E,5,12,0.97,24.903,M,36.998,M,3.5,7107,4F
$GPGGA,122405.60,3542.306131913,N,13943.279809052,E,5,12,0.97,24.903,M,36.998,M,3.6,7107,43
$GPGGA,122405.70,3542.306131713,N,13943.279809556,E,5,12,0.97,24.904,M,36.998,M,3.7,7107,4B
$GPGGA,122405.80,3542.306131563,N,13943.279809995,E,5,12,0.97,24.904,M,36.998,M,3.8,7107,4D
$GPGGA,122405.90,3542.306131509,N,13943.279810382,E,5,12,0.97,24.905,M,36.998,M,3.9,7107,44
$GPGGA,122406.00,3542.306131307,N,13943.279810889,E,5,12,0.97,24.905,M,36.998,M,4.0,7107,48
$GPGGA,122406.10,3542.306131151,N,13943.279811297,E,5,12,0.97,24.905,M,36.998,M,4.1,7107,4D
$GPGGA,122406.20,3542.306131096,N,13943.279811549,E,5,12,0.97,24.906,M,36.998,M,4.2,7107,40
$GPGGA,122406.30,3542.306131032,N,13943.279811845,E,5,12,0.97,24.906,M,36.998,M,4.3,7107,4F
$GPGGA,122406.40,3542.306130915,N,13943.279811796,E,5,12,0.97,24.906,M,36.998,M,4.4,7107,43
$GPGGA,122406.50,3542.306130826,N,13943.279812088,E,5,12,0.97,24.906,M,36.998,M,4.5,7107,49
$GPGGA,122406.60,3542.306130724,N,13943.279812392,E,5,12,0.97,24.907,M,36.998,M,4.6,7107,4D
$GPGGA,122406.70,3542.306130624,N,13943.279812745,E,5,12,0.97,24.907,M,36.998,M,4.7,7107,42
$GPGGA,122406.80,3542.306130521,N,13943.279813007,E,5,12,0.97,24.907,M,36.998,M,4.8,7107,44
$GPGGA,122406.90,3542.306130488,N,13943.279813155,E,5,12,0.97,24.908,M,36.998,M,4.9,7107,4F
$GPGGA,122407.00,3542.306130357,N,13943.279813446,E,5,12,0.97,24.908,M,36.998,M,5.0,7107,4D
$GPGGA,122407.10,3542.306130292,N,13943.279813523,E,5,12,0.97,24.908,M,36.998,M,5.1,7107,47
$GPGGA,122407.20,3542.306130205,N,13943.279813563,E,5,12,0.97,24.908,M,36.998,M,5.2,7107,4D
$GPGGA,122407.30,3542.306130231,N,13943.279813559,E,5,12,0.97,24.909,M,36.998,M,5.3,7107,42
$GPGGA,122407.40,3542.306130113,N,13943.279813596,E,5,12,0.97,24.909,M,36.998,M,5.4,7107,42
$GPGGA,122407.50,3542.306130087,N,13943.279813601,E,5,12,0.97,24.909,M,36.998,M,5.5,7107,43
$GPGGA,122407.60,3542.306130050,N,13943.279813752,E,5,12,0.97,24.910,M,36.998,M,5.6,7107,46
$GPGGA,122407.70,3542.306129979,N,13943.279813834,E,5,12,0.97,24.910,M,36.998,M,5.7,7107,43
$GPGGA,122407.80,3542.306129918,N,13943.279813897,E,5,12,0.97,24.910,M,36.998,M,5.8,7107,4D
$GPGGA,122407.90,3542.306129788,N,13943.279813924,E,5,12,0.97,24.910,M,36.998,M,5.9,7107,43
$GPGGA,122408.00,3542.306129778,N,13943.279813921,E,5,12,0.97,24.911,M,36.998,M,6.0,7107,44
$GPGGA,122408.10,3542.306129695,N,13943.279813987,E,5,12,0.97,24.911,M,36.998,M,1.1,7107,4D
$GPGGA,122408.20,3542.306129668,N,13943.279814015,E,5,12,0.97,24.911,M,36.998,M,1.2,7107,4A
$GPGGA,122408.30,3542.306129550,N,13943.279814152,E,5,12,0.97,24.911,M,36.998,M,1.3,7107,40
$GPGGA,122408.40,3542.306129521,N,13943.279814183,E,5,12,0.97,24.912,M,36.998,M,1.4,7107,49
$GPGGA,122408.50,3542.306129521,N,13943.279814222,E,5,12,0.97,24.912,M,36.998,M,1.5,7107,41
$GPGGA,122408.60,3542.306129492,N,13943.279814156,E,5,12,0.97,24.912,M,36.998,M,1.6,7107,48
$GPGGA,122408.70,3542.306129396,N,13943.279814255,E,5,12,0.97,24.912,M,36.998,M,1.7,7107,4B
$GPGGA,122408.80,3542.306129373,N,13943.279814289,E,5,12,0.97,24.912,M,36.998,M,1.8,7107,41
$GPGGA,122408.90,3542.306129322,N,13943.279814272,E,5,12,0.97,24.913,M,36.998,M,1.9,7107,40
$GPGGA,122409.00,3542.306129380,N,13943.279814243,E,5,12,0.97,24.913,M,36.998,M,2.0,7107,48
$GPGGA,122409.10,3542.306129389,N,13943.279814228,E,5,12,0.97,24.913,M,36.998,M,2.1,7107,4C
$GPGGA,122409.20,3542.306126639,N,13943.279819686,E,5,12,0.97,24.920,M,36.998,M,2.2,7107,40
$GPGGA,122409.30,3542.306125846,N,13943.279819542,E,5,12,0.97,24.926,M,36.998,M,2.3,7107,48
$GPGGA,122409.40,3542.306125481,N,13943.279819393,E,5,12,0.97,24.930,M,36.998,M,2.4,7107,42
$GPGGA,122409.50,3542.306124830,N,13943.279820690,E,5,12,0.97,24.932,M,36.998,M,2.5,7107,4B
$GPGGA,122409.60,3542.306124351,N,13943.279821726,E,5,12,0.97,24.933,M,36.998,M,2.6,7107,4B
$GPGGA,122409.70,3542.306124007,N,13943.279822705,E,5,12,0.97,24.934,M,36.998,M,2.7,7107,4E
$GPGGA,122409.80,3542.306123707,N,13943.279823501,E,5,12,0.97,24.935,M,36.998,M,2.8,7107,48
$GPGGA,122409.90,3542.306123464,N,13943.279824225,E,5,12,0.97,24.936,M,36.998,M,2.9,7107,4B
$GPGGA,122410.00,3542.306123228,N,13943.279824768,E,5,12,0.97,24.937,M,36.998,M,3.0,7107,41
$GPGGA,122410.10,3542.306123018,N,13943.279825319,E,5,12,0.97,24.937,M,36.998,M,3.1,7107,43
$GPGGA,122410.20,3542.306122913,N,13943.279825812,E,5,12,0.97,24.938,M,36.998,M,3.2,7107,4F
$GPGGA,122410.30,3542.306122754,N,13943.279826194,E,5,12,0.97,24.938,M,36.998,M,3.3,7107,46
$GPGGA,122410.40,3542.306122611,N,13943.279826611,E,5,12,0.97,24.939,M,36.998,M,3.4,7107,4D
$GPGGA,122410.50,3542.306122385,N,13943.279827007,E,5,12,0.97,24.939,M,36.998,M,3.5,7107,45
$GPGGA,122410.60,3542.306122316,N,13943.279827336,E,5,12,0.97,24.940,M,36.998,M,3.6,7107,40
$GPGGA,122410.70,3542.306122254,N,13943.279827669,E,5,12,0.97,24.940,M,36.998,M,3.7,7107,48
$GPGGA,122410.80,3542.306122067,N,13943.279827922,E,5,12,0.97,24.940,M,36.998,M,3.8,7107,4A
$GPGGA,122410.90,3542.306121896,N,13943.279828313,E,5,12,0.97,24.941,M,36.998,M,3.9,7107,49
$GPGGA,122411.00,3542.306121905,N,13943.279828438,E,5,12,0.97,24.941,M,36.998,M,4.0,7107,4A
$GPGGA,122411.10,3542.306121767,N,13943.279828700,E,5,12,0.97,24.941,M,36.998,M,4.1,7107,48
$GPGGA,122411.20,3542.306121741,N,13943.279829019,E,5,12,0.97,24.942,M,36.998,M,4.2,7107,41
$GPGGA,122411.30,3542.306121661,N,13943.279829136,E,5,12,0.97,24.942,M,36.998,M,4.3,7107,4E
$GPGGA,122411.40,3542.306121579,N,13943.279829417,E,5,12,0.97,24.942,M,36.998,M,4.4,7107,42
$GPGGA,122411.50,3542.306121507,N,13943.279829606,E,5,12,0.97,24.942,M,36.998,M,4.5,7107,49
$GPGGA,122411.60,3542.306121463,N,13943.279829782,E,5,12,0.97,24.943,M,36.998,M,4.6,7107,46
$GPGGA,122411.70,3542.306121497,N,13943.279829895,E,5,12,0.97,24.943,M,36.998,M,4.7,7107,44
$GPGGA,122411.80,3542.306121518,N,13943.279829995,E,5,12,0.97,24.943,M,36.998,M,4.8,7107,43
$GPGGA,122411.90,3542.306121462,N,13943.279830139,E,5,12,0.97,24.943,M,36.998,M,4.9,7107,49
$GPGGA,122412.00,3542.306121449,N,13943.279830316,E,5,12,0.97,24.944,M,36.998,M,5.0,7107,4A
$GPGGA,122412.10,3542.306121363,N,13943.279830456,E,5,12,0.97,24.944,M,36.998,M,5.1,7107,46
$GPGGA,122412.20,3542.306121382,N,13943.279830530,E,5,12,0.97,24.944,M,36.998,M,5.2,7107,48
$GPGGA,122412.30,3542.306121336,N,13943.279830669,E,5,12,0.97,24.944,M,36.998,M,5.3,7107,48
$GPGGA,122412.40,3542.306121378,N,13943.279830768,E,5,12,0.97,24.944,M,36.998,M,5.4,7107,42
$GPGGA,122412.50,3542.306121389,N,13943.279830922,E,5,12,0.97,24.945,M,36.998,M,5.5,7107,4D
$GPGGA,122412.60,3542.306121361,N,13943.279830991,E,5,12,0.97,24.945,M,36.998,M,5.6,7107,43
$GPGGA,122412.70,3542.306121325,N,13943.279831127,E,5,12,0.97,24.945,M,36.998,M,5.7,7107,47
$GPGGA,122412.80,3542.306121295,N,13943.279831223,E,5,12,0.97,24.945,M,36.998,M,5.8,7107,4A
$GPGGA,122412.90,3542.306121219,N,13943.279831337,E,5,12,0.97,24.945,M,36.998,M,5.9,7107,4A
$GPGGA,122413.00,3542.306121168,N,13943.279831445,E,5,12,0.97,24.945,M,36.998,M,6.0,7107,4F
$GPGGA,122413.10,3542.306121229,N,13943.279831431,E,5,12,0.97,24.946,M,36.998,M,6.1,7107,49
$GPGGA,122413.20,3542.306121180,N,13943.279831494,E,5,12,0.97,24.946,M,36.998,M,6.2,7107,46
$GPGGA,122413.30,3542.306121157,N,13943.279831600,E,5,12,0.97,24.946,M,36.998,M,6.3,7107,43
$GPGGA,122413.40,3542.306121123,N,13943.279831697,E,5,12,0.97,24.946,M,36.998,M,6.4,7107,4E
$GPGGA,122413.50,3542.306121204,N,13943.279831712,E,5,12,0.97,24.946,M,36.998,M,6.5,7107,44
$GPGGA,122413.60,3542.306121200,N,13943.279831792,E,5,12,0.97,24.946,M,36.998,M,6.6,7107,48
$GPGGA,122413.70,3542.306121153,N,13943.279831933,E,5,12,0.97,24.946,M,36.998,M,6.7,7107,48
$GPGGA,122413.80,3542.306121051,N,13943.279831949,E,5,12,0.97,24.946,M,36.998,M,6.8,7107,46
$GPGGA,122413.90,3542.306121156,N,13943.279832040,E,5,12,0.97,24.947,M,36.998,M,6.9,7107,42
$GPGGA,122414.00,3542.306121162,N,13943.279832147,E,5,12,0.97,24.947,M,36.998,M,7.0,7107,45
$GPGGA,122414.10,3542.306121104,N,13943.279832195,E,5,12,0.97,24.947,M,36.998,M,2.1,7107,4F
$GPGGA,122414.20,3542.306121187,N,13943.279832299,E,5,12,0.97,24.947,M,36.998,M,2.2,7107,4B
$GPGGA,122414.30,3542.306120689,N,13943.279835309,E,5,12,0.97,24.953,M,36.998,M,2.3,7107,49
$GPGGA,122414.40,3542.306120308,N,13943.279836787,E,5,12,0.97,24.956,M,36.998,M,2.4,7107,41
$GPGGA,122414.50,3542.306120141,N,13943.279837667,E,5,12,0.97,24.958,M,36.998,M,2.5,7107,4E
$GPGGA,122414.60,3542.306119883,N,13943.279838245,E,5,12,0.97,24.959,M,36.998,M,2.6,7107,49
$GPGGA,122414.70,3542.306119765,N,13943.279838876,E,5,12,0.97,24.961,M,36.998,M,2.7,7107,4F
$GPGGA,122414.80,3542.306119737,N,13943.279839380,E,5,12,0.97,24.962,M,36.998,M,2.8,7107,48
$GPGGA,122414.90,3542.306119561,N,13943.279839850,E,5,12,0.97,24.963,M,36.998,M,2.9,7107,4E
$GPGGA,122415.00,3542.306119405,N,13943.279840296,E,5,12,0.97,24.964,M,36.998,M,3.0,7107,44
$GPGGA,122415.10,3542.306119289,N,13943.279840737,E,5,12,0.97,24.964,M,36.998,M,3.1,7107,48
$GPGGA,122415.20,3542.306119193,N,13943.279840993,E,5,12,0.97,24.965,M,36.998,M,3.2,7107,41
$GPGGA,122415.30,3542.306119100,N,13943.279841213,E,5,12,0.97,24.965,M,36.998,M,3.3,7107,49
$GPGGA,122415.40,3542.306119024,N,13943.279841434,E,5,12,0.97,24.966,M,36.998,M,3.4,7107,4E
$GPGGA,122415.50,3542.306118894,N,13943.279841631,E,5,12,0.97,24.966,M,36.998,M,3.5,7107,4B
$GPGGA,122415.60,3542.306118692,N,13943.279841900,E,5,12,0.97,24.967,M,36.998,M,3.6,7107,4F
$GPGGA,122415.70,3542.306118746,N,13943.279842014,E,5,12,0.97,24.967,M,36.998,M,3.7,7107,48
$GPGGA,122415.80,3542.306118712,N,13943.279842303,E,5,12,0.97,24.968,M,36.998,M,3.8,7107,43
$GPGGA,122415.90,3542.306118709,N,13943.279842542,E,5,12,0.97,24.968,M,36.998,M,3.9,7107,4A
$GPGGA,122416.00,3542.306118700,N,13943.279842603,E,5,12,0.97,24.969,M,36.998,M,4.0,7107,40
$GPGGA,122416.10,3542.306118557,N,13943.279842603,E,5,12,0.97,24.969,M,36.998,M,4.1,7107,40
$GPGGA,122416.20,3542.306118508,N,13943.279842777,E,5,12,0.97,24.969,M,36.998,M,4.2,7107,48
$GPGGA,122416.30,3542.306118428,N,13943.279842905,E,5,12,0.97,24.970,M,36.998,M,4.3,7107,48
$GPGGA,122416.40,3542.306118471,N,13943.279843021,E,5,12,0.97,24.970,M,36.998,M,4.4,7107,4A
$GPGGA,122416.50,3542.306118476,N,13943.279843172,E,5,12,0.97,24.970,M,36.998,M,4.5,7107,4A
$GPGGA,122416.60,3542.306118353,N,13943.279843286,E,5,12,0.97,24.971,M,36.998,M,4.6,7107,43
$GPGGA,122416.70,3542.306118371,N,13943.279843459,E,5,12,0.97,24.971,M,36.998,M,4.7,7107,47
$GPGGA,122416.80,3542.306118404,N,13943.279843393,E,5,12,0.97,24.971,M,36.998,M,4.8,7107,43
$GPGGA,122416.90,3542.306118360,N,13943.279843630,E,5,12,0.97,24.972,M,36.998,M,4.9,7107,49
$GPGGA,122417.00,3542.306118308,N,13943.279843813,E,5,12,0.97,24.972,M,36.998,M,5.0,7107,48
$GPGGA,122417.10,3542.306118351,N,13943.279843850,E,5,12,0.97,24.972,M,36.998,M,5.1,7107,43
$GPGGA,122417.20,3542.306118237,N,13943.279844039,E,5,12,0.97,24.972,M,36.998,M,5.2,7107,42
$GPGGA,122417.30,3542.306118273,N,13943.279844111,E,5,12,0.97,24.972,M,36.998,M,5.3,7107,49
$GPGGA,122417.40,3542.306118192,N,13943.279844197,E,5,12,0.97,24.973,M,36.998,M,5.4,7107,4A
$GPGGA,122417.50,3542.306118253,N,13943.279844201,E,5,12,0.97,24.973,M,36.998,M,5.5,7107,48
$GPGGA,122417.60,3542.306118227,N,13943.279844336,E,5,12,0.97,24.973,M,36.998,M,5.6,7107,4E
$GPGGA,122417.70,3542.306118183,N,13943.279844430,E,5,12,0.97,24.973,M,36.998,M,5.7,7107,42
$GPGGA,122417.80,3542.306118203,N,13943.279844429,E,5,12,0.97,24.973,M,36.998,M,5.8,7107,41
$GPGGA,122417.90,3542.306118177,N,13943.279844461,E,5,12,0.97,24.973,M,36.998,M,5.9,7107,4D
$GPGGA,122418.00,3542.306118104,N,13943.279844648,E,5,12,0.97,24.974,M,36.998,M,6.0,7107,4B
$GPGGA,122418.10,3542.306118129,N,13943.279844695,E,5,12,0.97,24.974,M,36.998,M,1.1,7107,43
$GPGGA,122418.20,3542.306118136,N,13943.279844691,E,5,12,0.97,24.974,M,36.998,M,1.2,7107,49
$GPGGA,122418.30,3542.306118117,N,13943.279844742,E,5,12,0.97,24.974,M,36.998,M,1.3,7107,45
$GPGGA,122418.40,3542.306118131,N,13943.279844763,E,5,12,0.97,24.974,M,36.998,M,1.4,7107,42
$GPGGA,122418.50,3542.306118184,N,13943.279844787,E,5,12,0.97,24.974,M,36.998,M,1.5,7107,46
$GPGGA,122418.60,3542.306118170,N,13943.279844822,E,5,12,0.97,24.974,M,36.998,M,1.6,7107,4D
$GPGGA,122418.70,3542.306118199,N,13943.279844808,E,5,12,0.97,24.974,M,36.998,M,1.7,7107,42
$GPGGA,122418.80,3542.306118102,N,13943.279844886,E,5,12,0.97,24.975,M,36.998,M,1.8,7107,47
$GPGGA,122418.90,3542.306118159,N,13943.279844884,E,5,12,0.97,24.975,M,36.998,M,1.9,7107,4B
$GPGGA,122419.00,3542.306118175,N,13943.279844854,E,5,12,0.97,24.975,M,36.998,M,2.0,7107,4A
$GPGGA,122419.10,3542.306118213,N,13943.279844873,E,5,12,0.97,24.975,M,36.998,M,2.1,7107,4C
$GPGGA,122419.20,3542.306118209,N,13943.279844886,E,5,12,0.97,24.975,M,36.998,M,2.2,7107,4D
